race_id,entry_id,Umaban,Bamei,IJyoCD,NyusenJyuni,KakuteiJyuni,target_win,target_ren,target_place,tan_pay,fuku_pay,is_win_paid,is_place_paid,notes
2017011507010203,201701150701020308,8,ラファーガ,0,0,0,0,0,0,0,0,0,0,""
2017011507010203,201701150701020309,9,クリノマッタホルン,0,0,0,0,0,0,0,0,0,0,""
2017011507010203,201701150701020310,10,スキースクール,0,0,0,0,0,0,0,0,0,0,""
2017011507010203,201701150701020311,11,スマイルハッピー,0,0,0,0,0,0,0,0,0,0,""
2017011507010203,201701150701020312,12,オージーアイドル,0,0,0,0,0,0,0,0,0,0,""
2017011507010203,201701150701020313,13,キョウエイボヌール,0,0,0,0,0,0,0,0,0,0,""
2017011507010203,201701150701020314,14,アッパレドンキ,0,0,0,0,0,0,0,0,0,0,""
2017011507010203,201701150701020315,15,メイショウマイカゼ,0,0,0,0,0,0,0,0,0,0,""
2017011507010203,201701150701020316,16,コウエイラブリー,0,0,0,0,0,0,0,0,0,0,""
2017011507010204,201701150701020401,1,カドバン,0,0,0,0,0,0,0,0,0,0,""
2017011507010204,201701150701020402,2,ラマレ,0,0,0,0,0,0,0,0,0,0,""
2017011507010204,201701150701020403,3,ジェラルド,0,0,0,0,0,0,0,0,0,0,""
2017011507010204,201701150701020404,4,クリスティアーノ,0,0,0,0,0,0,0,0,0,0,""
2017011507010204,201701150701020405,5,アレルキナーダ,0,0,0,0,0,0,0,0,0,0,""
2017011507010204,201701150701020406,6,ベストサポーター,0,0,0,0,0,0,0,0,0,0,""
2017011507010204,201701150701020407,7,エクセレントミノル,0,0,0,0,0,0,0,0,0,0,""
2017011507010204,201701150701020408,8,トレモロアーム,0,0,0,0,0,0,0,0,0,0,""
2017011507010204,201701150701020409,9,バイタルフォルム,0,0,0,0,0,0,0,0,0,0,""
2017011507010204,201701150701020410,10,デブリン,0,0,0,0,0,0,0,0,0,0,""
2017011507010204,201701150701020411,11,アサクサゴールド,0,0,0,0,0,0,0,0,0,0,""
2017011507010204,201701150701020412,12,シゲルナガイワシ,0,0,0,0,0,0,0,0,0,0,""
2017011507010204,201701150701020413,13,メメニシコリ,0,0,0,0,0,0,0,0,0,0,""
2017011507010204,201701150701020414,14,セイウンタキノボリ,0,0,0,0,0,0,0,0,0,0,""
2017011507010205,201701150701020501,1,タガノアスワド,0,0,0,0,0,0,0,0,0,0,""
2017011507010205,201701150701020502,2,ラニカイブルーム,0,0,0,0,0,0,0,0,0,0,""
2017011507010205,201701150701020503,3,トーホウケタール,0,0,0,0,0,0,0,0,0,0,""
2017011507010205,201701150701020504,4,シュペルブバロン,0,0,0,0,0,0,0,0,0,0,""
2017011507010205,201701150701020505,5,サトノポラリス,0,0,0,0,0,0,0,0,0,0,""
2017011507010205,201701150701020506,6,クラウンジュエリー,0,0,0,0,0,0,0,0,0,0,""
2017011507010205,201701150701020507,7,マテンロウオスカー,0,0,0,0,0,0,0,0,0,0,""
2017011507010205,201701150701020508,8,ディヴィデンド,0,0,0,0,0,0,0,0,0,0,""
2017011507010205,201701150701020509,9,デザートスネーク,0,0,0,0,0,0,0,0,0,0,""
2017011507010205,201701150701020510,10,ゼットディーン,0,0,0,0,0,0,0,0,0,0,""
2017011507010205,201701150701020511,11,デルマミダレガミ,0,0,0,0,0,0,0,0,0,0,""
2017011507010205,201701150701020512,12,アンフェインド,0,0,0,0,0,0,0,0,0,0,""
2017011507010205,201701150701020513,13,ロッキーバローズ,0,0,0,0,0,0,0,0,0,0,""
2017011507010205,201701150701020514,14,ツーエムアーマー,0,0,0,0,0,0,0,0,0,0,""
2017011507010205,201701150701020515,15,ナリタアマリリス,0,0,0,0,0,0,0,0,0,0,""
2017011507010205,201701150701020516,16,クリンチャー,0,0,0,0,0,0,0,0,0,0,""
2017011507010206,201701150701020601,1,ティープラズマ,0,0,0,0,0,0,0,0,0,0,""
2017011507010206,201701150701020602,2,エミーズレシピ,0,0,0,0,0,0,0,0,0,0,""
2017011507010206,201701150701020603,3,コパノビジン,0,0,0,0,0,0,0,0,0,0,""
2017011507010206,201701150701020604,4,メイショウナゴミ,0,0,0,0,0,0,0,0,0,0,""
2017011507010206,201701150701020605,5,ティルヴィング,0,0,0,0,0,0,0,0,0,0,""
2017011507010206,201701150701020606,6,シトロプシス,0,0,0,0,0,0,0,0,0,0,""
2017011507010206,201701150701020607,7,カラフルマーメイド,0,0,0,0,0,0,0,0,0,0,""
2017011507010206,201701150701020608,8,モシモシ,0,0,0,0,0,0,0,0,0,0,""
2017011507010206,201701150701020609,9,ポップスキャット,0,0,0,0,0,0,0,0,0,0,""
2017011507010206,201701150701020610,10,クリッパールート,0,0,0,0,0,0,0,0,0,0,""
2017011507010206,201701150701020611,11,バードオンアスク,0,0,0,0,0,0,0,0,0,0,""
2017011507010206,201701150701020612,12,クラウンロマン,0,0,0,0,0,0,0,0,0,0,""
2017011507010206,201701150701020613,13,カズノネネヒメ,0,0,0,0,0,0,0,0,0,0,""
2017011507010206,201701150701020614,14,グッドタイムロール,0,0,0,0,0,0,0,0,0,0,""
2017011507010206,201701150701020615,15,コリャコリャ,0,0,0,0,0,0,0,0,0,0,""
2017011507010207,201701150701020701,1,ハルネセジール,0,0,0,0,0,0,0,0,0,0,""
2017011507010207,201701150701020702,2,コスモカンナム,0,0,0,0,0,0,0,0,0,0,""
2017011507010207,201701150701020703,3,アストロノート,0,0,0,0,0,0,0,0,0,0,""
2017011507010207,201701150701020704,4,ジャーミネイト,0,0,0,0,0,0,0,0,0,0,""
2017011507010207,201701150701020705,5,ブルベアバイソン,0,0,0,0,0,0,0,0,0,0,""
2017011507010207,201701150701020706,6,モクシュラ,0,0,0,0,0,0,0,0,0,0,""
2017011507010207,201701150701020707,7,キラービューティ,0,0,0,0,0,0,0,0,0,0,""
2017011507010207,201701150701020708,8,ホウオウジャンプ,0,0,0,0,0,0,0,0,0,0,""
2017011507010207,201701150701020709,9,メイズオブオナー,0,0,0,0,0,0,0,0,0,0,""
2017011507010207,201701150701020710,10,グローリファイ,0,0,0,0,0,0,0,0,0,0,""
2017011507010207,201701150701020711,11,ミコキララ,0,0,0,0,0,0,0,0,0,0,""
2017011507010207,201701150701020712,12,イズナ,0,0,0,0,0,0,0,0,0,0,""
2017011507010207,201701150701020713,13,コウユーカゼニノリ,0,0,0,0,0,0,0,0,0,0,""
2017011507010207,201701150701020714,14,メイショウオワラ,0,0,0,0,0,0,0,0,0,0,""
2017011507010207,201701150701020715,15,オースタラ,0,0,0,0,0,0,0,0,0,0,""
2017011507010207,201701150701020716,16,エイシンルーク,0,0,0,0,0,0,0,0,0,0,""
2017011507010208,201701150701020801,1,タイセイプレゼンス,0,0,0,0,0,0,0,0,0,0,""
2017011507010208,201701150701020802,2,スズトラッド,0,0,0,0,0,0,0,0,0,0,""
2017011507010208,201701150701020803,3,アオイサンシャイン,0,0,0,0,0,0,0,0,0,0,""
2017011507010208,201701150701020804,4,トップアドバンス,0,0,0,0,0,0,0,0,0,0,""
2017011507010208,201701150701020805,5,リヴァイバル,0,0,0,0,0,0,0,0,0,0,""
2017011507010208,201701150701020806,6,タニガワ,0,0,0,0,0,0,0,0,0,0,""
2017011507010208,201701150701020807,7,ヒルノサルバドール,0,0,0,0,0,0,0,0,0,0,""
2017011507010208,201701150701020808,8,ワンダーバイファル,0,0,0,0,0,0,0,0,0,0,""
2017011507010208,201701150701020809,9,ホッコースイセイ,0,0,0,0,0,0,0,0,0,0,""
2017011507010208,201701150701020810,10,エイシンミノアカ,0,0,0,0,0,0,0,0,0,0,""
2017011507010208,201701150701020811,11,スモモチャン,0,0,0,0,0,0,0,0,0,0,""
2017011507010208,201701150701020812,12,ロワノワール,0,0,0,0,0,0,0,0,0,0,""
2017011507010208,201701150701020813,13,エミネントレコード,0,0,0,0,0,0,0,0,0,0,""
2017011507010208,201701150701020814,14,マイハーベスト,0,0,0,0,0,0,0,0,0,0,""
2017011507010208,201701150701020815,15,プレスアテンション,0,0,0,0,0,0,0,0,0,0,""
2017011507010208,201701150701020816,16,ハギノフェリス,0,0,0,0,0,0,0,0,0,0,""
2017011507010209,201701150701020901,1,ギンパリ,0,0,0,0,0,0,0,0,0,0,""
2017011507010209,201701150701020902,2,キングズアフェアー,0,0,0,0,0,0,0,0,0,0,""
2017011507010209,201701150701020903,3,フィールドリアン,0,0,0,0,0,0,0,0,0,0,""
2017011507010209,201701150701020904,4,ミッキーデータ,0,0,0,0,0,0,0,0,0,0,""
2017011507010209,201701150701020905,5,ダンツペレット,0,0,0,0,0,0,0,0,0,0,""
2017011507010209,201701150701020906,6,トミケンシェルフ,0,0,0,0,0,0,0,0,0,0,""
2017011507010209,201701150701020907,7,ピアシングステア,0,0,0,0,0,0,0,0,0,0,""
2017011507010209,201701150701020908,8,グランジャー,0,0,0,0,0,0,0,0,0,0,""
2017011507010209,201701150701020909,9,サトノメダリスト,0,0,0,0,0,0,0,0,0,0,""
2017011507010209,201701150701020910,10,メイショウヨイチ,0,0,0,0,0,0,0,0,0,0,""
2017011507010209,201701150701020911,11,シゲルケンカヤマ,0,0,0,0,0,0,0,0,0,0,""
2017011507010209,201701150701020912,12,サンホッブズ,0,0,0,0,0,0,0,0,0,0,""
2017011507010209,201701150701020913,13,プエルト,0,0,0,0,0,0,0,0,0,0,""
2017011507010209,201701150701020914,14,スノードルフィン,0,0,0,0,0,0,0,0,0,0,""
2017011507010209,201701150701020915,15,グローサーザール,0,0,0,0,0,0,0,0,0,0,""
2017011507010209,201701150701020916,16,ギブナッシンバック,0,0,0,0,0,0,0,0,0,0,""
2017011507010210,201701150701021001,1,アディラート,0,0,0,0,0,0,0,0,0,0,""
2017011507010210,201701150701021002,2,メイクグローリー,0,0,0,0,0,0,0,0,0,0,""
2017011507010210,201701150701021003,3,ゴールドスカル,0,0,0,0,0,0,0,0,0,0,""
2017011507010210,201701150701021004,4,テイエムソッキュウ,0,0,0,0,0,0,0,0,0,0,""
2017011507010210,201701150701021005,5,サンマルライバル,0,0,0,0,0,0,0,0,0,0,""
2017011507010210,201701150701021006,6,キタノユーリン,0,0,0,0,0,0,0,0,0,0,""
2017011507010210,201701150701021007,7,タマモサザンクロス,0,0,0,0,0,0,0,0,0,0,""
2017011507010210,201701150701021008,8,クティノス,0,0,0,0,0,0,0,0,0,0,""
2017011507010210,201701150701021009,9,サノサマー,0,0,0,0,0,0,0,0,0,0,""
2017011507010210,201701150701021010,10,タテヤマ,0,0,0,0,0,0,0,0,0,0,""
2017011507010210,201701150701021011,11,アフターバーナー,0,0,0,0,0,0,0,0,0,0,""
2017011507010210,201701150701021012,12,メイショウミズカゼ,0,0,0,0,0,0,0,0,0,0,""
2017011507010210,201701150701021013,13,テンザワールド,0,0,0,0,0,0,0,0,0,0,""
2017011507010210,201701150701021014,14,サルタート,0,0,0,0,0,0,0,0,0,0,""
2017011507010210,201701150701021015,15,テイエムヒッタマゲ,0,0,0,0,0,0,0,0,0,0,""
2017011507010210,201701150701021016,16,スリーミスヨハネス,0,0,0,0,0,0,0,0,0,0,""
2017011507010211,201701150701021101,1,ブラウンカイ,0,0,0,0,0,0,0,0,0,0,""
2017011507010211,201701150701021102,2,ドルチャーリオ,0,0,0,0,0,0,0,0,0,0,""
2017011507010211,201701150701021103,3,インストアイベント,0,0,0,0,0,0,0,0,0,0,""
2017011507010211,201701150701021104,4,ワントゥワン,0,0,0,0,0,0,0,0,0,0,""
2017011507010211,201701150701021105,5,ブレイズガール,0,0,0,0,0,0,0,0,0,0,""
2017011507010211,201701150701021106,6,センセーション,0,0,0,0,0,0,0,0,0,0,""
2017011507010211,201701150701021107,7,ロンギングゴールド,0,0,0,0,0,0,0,0,0,0,""
2017011507010211,201701150701021108,8,スマートカルロス,0,0,0,0,0,0,0,0,0,0,""
2017011507010211,201701150701021109,9,レインボーラヴラヴ,0,0,0,0,0,0,0,0,0,0,""
2017011507010211,201701150701021110,10,シゲルノコギリザメ,0,0,0,0,0,0,0,0,0,0,""
2017011507010211,201701150701021111,11,メイショウヤマホコ,0,0,0,0,0,0,0,0,0,0,""
2017011507010211,201701150701021112,12,テンテマリ,0,0,0,0,0,0,0,0,0,0,""
2017011507010211,201701150701021113,13,ウイングパラダイス,0,0,0,0,0,0,0,0,0,0,""
2017011507010211,201701150701021114,14,キングクリチャン,0,0,0,0,0,0,0,0,0,0,""
2017011507010211,201701150701021115,15,リヴィエール,0,0,0,0,0,0,0,0,0,0,""
2017011507010212,201701150701021201,1,マリネリス,0,0,0,0,0,0,0,0,0,0,""
2017011507010212,201701150701021202,2,サンレイフローラ,0,0,0,0,0,0,0,0,0,0,""
2017011507010212,201701150701021203,3,レヴィンインパクト,0,0,0,0,0,0,0,0,0,0,""
2017011507010212,201701150701021204,4,オールドクラシック,0,0,0,0,0,0,0,0,0,0,""
2017011507010212,201701150701021205,5,アイオシルケン,0,0,0,0,0,0,0,0,0,0,""
2017011507010212,201701150701021206,6,クリノサンスーシ,0,0,0,0,0,0,0,0,0,0,""
2017011507010212,201701150701021207,7,ヨカグラ,0,0,0,0,0,0,0,0,0,0,""
2017011507010212,201701150701021208,8,エアフォルク,0,0,0,0,0,0,0,0,0,0,""
2017011507010212,201701150701021209,9,ストーリーセラー,0,0,0,0,0,0,0,0,0,0,""
2017011507010212,201701150701021210,10,アインザッツ,0,0,0,0,0,0,0,0,0,0,""
2017011507010212,201701150701021211,11,トリニティプレイス,0,0,0,0,0,0,0,0,0,0,""
2017011507010212,201701150701021212,12,シュンクルーズ,0,0,0,0,0,0,0,0,0,0,""
2017011507010212,201701150701021213,13,マイネルツィール,0,0,0,0,0,0,0,0,0,0,""
2017011507010212,201701150701021214,14,コスモプロテア,0,0,0,0,0,0,0,0,0,0,""
2017011507010212,201701150701021215,15,スピアザゴールド,0,0,0,0,0,0,0,0,0,0,""
2017011507010212,201701150701021216,16,レトロロック,0,0,0,0,0,0,0,0,0,0,""
2017011507010212,201701150701021217,17,エネルタカオー,0,0,0,0,0,0,0,0,0,0,""
2017011507010212,201701150701021218,18,モンテエベレスト,0,0,0,0,0,0,0,0,0,0,""
2017011508010501,201701150801050101,1,ミツルファミリー,0,0,0,0,0,0,0,0,0,0,""
2017011508010501,201701150801050102,2,ナムラヘラクレス,0,0,0,0,0,0,0,0,0,0,""
2017011508010501,201701150801050103,3,アグネスヒテン,0,0,0,0,0,0,0,0,0,0,""
2017011508010501,201701150801050104,4,カズマデプレシャン,0,0,0,0,0,0,0,0,0,0,""
2017011508010501,201701150801050105,5,メイショウルーシー,0,0,0,0,0,0,0,0,0,0,""
2017011508010501,201701150801050106,6,エスケイフェスタ,0,0,0,0,0,0,0,0,0,0,""
2017011508010501,201701150801050107,7,エイシンブリッツ,0,0,0,0,0,0,0,0,0,0,""
2017011508010501,201701150801050108,8,ポライトリー,0,0,0,0,0,0,0,0,0,0,""
2017011508010501,201701150801050109,9,キセキノホシ,0,0,0,0,0,0,0,0,0,0,""
2017011508010501,201701150801050110,10,ダブルミステリー,0,0,0,0,0,0,0,0,0,0,""
2017011508010501,201701150801050111,11,ポルタディソーニ,0,0,0,0,0,0,0,0,0,0,""
2017011508010501,201701150801050112,12,ハクユウマックス,0,0,0,0,0,0,0,0,0,0,""
2017011508010501,201701150801050113,13,オニチャン,0,0,0,0,0,0,0,0,0,0,""
2017011508010501,201701150801050114,14,ハシレマサムネ,0,0,0,0,0,0,0,0,0,0,""
2017011508010501,201701150801050115,15,ディアパリス,0,0,0,0,0,0,0,0,0,0,""
2017011508010501,201701150801050116,16,スマートサクソン,0,0,0,0,0,0,0,0,0,0,""
2017011508010502,201701150801050201,1,シゲルドーベルマン,0,0,0,0,0,0,0,0,0,0,""
2017011508010502,201701150801050202,2,モズカタクラ,0,0,0,0,0,0,0,0,0,0,""
2017011508010502,201701150801050203,3,ウイングオーシャン,0,0,0,0,0,0,0,0,0,0,""
2017011508010502,201701150801050204,4,オーバーラッキー,0,0,0,0,0,0,0,0,0,0,""
2017011508010502,201701150801050205,5,ジューンスキント,0,0,0,0,0,0,0,0,0,0,""
2017011508010502,201701150801050206,6,フィアマロッサ,0,0,0,0,0,0,0,0,0,0,""
2017011508010502,201701150801050207,7,リガス,0,0,0,0,0,0,0,0,0,0,""
2017011508010502,201701150801050208,8,ディストワリリー,0,0,0,0,0,0,0,0,0,0,""
2017011508010502,201701150801050209,9,ブルベアバック,0,0,0,0,0,0,0,0,0,0,""
2017011508010502,201701150801050210,10,ナムラバウアー,0,0,0,0,0,0,0,0,0,0,""
2017011508010502,201701150801050211,11,フォレストタウン,0,0,0,0,0,0,0,0,0,0,""
2017011508010502,201701150801050212,12,ゼンノワスレガタミ,0,0,0,0,0,0,0,0,0,0,""
2017011508010502,201701150801050213,13,カナイオ,0,0,0,0,0,0,0,0,0,0,""
2017011508010502,201701150801050214,14,シンギュラリティ,0,0,0,0,0,0,0,0,0,0,""
2017011508010503,201701150801050301,1,プローチダ,0,0,0,0,0,0,0,0,0,0,""
2017011508010503,201701150801050302,2,メイショウシラサギ,0,0,0,0,0,0,0,0,0,0,""
2017011508010503,201701150801050303,3,ワタシノロザリオ,0,0,0,0,0,0,0,0,0,0,""
2017011508010503,201701150801050304,4,ネオヴェッキオ,0,0,0,0,0,0,0,0,0,0,""
2017011508010503,201701150801050305,5,メイショウユウワ,0,0,0,0,0,0,0,0,0,0,""
2017011508010503,201701150801050306,6,スーサンフェアリー,0,0,0,0,0,0,0,0,0,0,""
2017011508010503,201701150801050307,7,ヴィルデローゼ,0,0,0,0,0,0,0,0,0,0,""
2017011508010503,201701150801050308,8,タマモブローチ,0,0,0,0,0,0,0,0,0,0,""
2017011508010503,201701150801050309,9,コパノオリジナル,0,0,0,0,0,0,0,0,0,0,""
2017011508010503,201701150801050310,10,サンデーミネルバ,0,0,0,0,0,0,0,0,0,0,""
2017011508010503,201701150801050311,11,スマートレイチェル,0,0,0,0,0,0,0,0,0,0,""
2017011508010503,201701150801050312,12,シゲルビッグホーン,0,0,0,0,0,0,0,0,0,0,""
2017011508010503,201701150801050313,13,イチザヒロイン,0,0,0,0,0,0,0,0,0,0,""
2017011508010503,201701150801050314,14,トーホウボニータ,0,0,0,0,0,0,0,0,0,0,""
2017011508010503,201701150801050315,15,ファミーユボヌール,0,0,0,0,0,0,0,0,0,0,""
2017011508010503,201701150801050316,16,ノゾミ,0,0,0,0,0,0,0,0,0,0,""
2017011508010504,201701150801050401,1,コーカス,0,0,0,0,0,0,0,0,0,0,""
2017011508010504,201701150801050402,2,タスクフォース,0,0,0,0,0,0,0,0,0,0,""
2017011508010504,201701150801050403,3,フォーカード,0,0,0,0,0,0,0,0,0,0,""
2017011508010504,201701150801050404,4,テイエムチューハイ,0,0,0,0,0,0,0,0,0,0,""
2017011508010504,201701150801050405,5,マイブルーヘブン,0,0,0,0,0,0,0,0,0,0,""
2017011508010504,201701150801050406,6,ノーブルサターン,0,0,0,0,0,0,0,0,0,0,""
2017011508010504,201701150801050407,7,リトルプリンス,0,0,0,0,0,0,0,0,0,0,""
2017011508010504,201701150801050408,8,シロニイ,0,0,0,0,0,0,0,0,0,0,""
2017011508010504,201701150801050409,9,デフィ,0,0,0,0,0,0,0,0,0,0,""
2017011508010504,201701150801050410,10,スズカロング,0,0,0,0,0,0,0,0,0,0,""
2017011508010504,201701150801050411,11,サウスザスナイパー,0,0,0,0,0,0,0,0,0,0,""
2017011508010505,201701150801050501,1,メイショウラプター,0,0,0,0,0,0,0,0,0,0,""
2017011508010505,201701150801050502,2,サウンドテーブル,0,0,0,0,0,0,0,0,0,0,""
2017011508010505,201701150801050503,3,アドマイヤアロー,0,0,0,0,0,0,0,0,0,0,""
2017011508010505,201701150801050504,4,ベルエシャンス,0,0,0,0,0,0,0,0,0,0,""
2017011508010505,201701150801050505,5,エイシンスレイマン,0,0,0,0,0,0,0,0,0,0,""
2017011508010505,201701150801050506,6,オフィーリア,0,0,0,0,0,0,0,0,0,0,""
2017011508010505,201701150801050507,7,メルヴィンカズマ,0,0,0,0,0,0,0,0,0,0,""
2017011508010505,201701150801050508,8,マスターコード,0,0,0,0,0,0,0,0,0,0,""
2017011508010505,201701150801050509,9,サトノクロニクル,0,0,0,0,0,0,0,0,0,0,""
2017011508010505,201701150801050510,10,モズカッチャン,0,0,0,0,0,0,0,0,0,0,""
2017011508010505,201701150801050511,11,ハギノアレス,0,0,0,0,0,0,0,0,0,0,""
2017011508010505,201701150801050512,12,モズズイウン,0,0,0,0,0,0,0,0,0,0,""
2017011508010505,201701150801050513,13,ナムラボンド,0,0,0,0,0,0,0,0,0,0,""
2017011508010505,201701150801050514,14,ロードコランダム,0,0,0,0,0,0,0,0,0,0,""
2017011508010505,201701150801050515,15,エンジェルヘイロウ,0,0,0,0,0,0,0,0,0,0,""
2017011508010505,201701150801050516,16,ナリタクローネ,0,0,0,0,0,0,0,0,0,0,""
2017011508010506,201701150801050601,1,ニシノフローラル,0,0,0,0,0,0,0,0,0,0,""
2017011508010506,201701150801050602,2,フェブマカナ,0,0,0,0,0,0,0,0,0,0,""
2017011508010506,201701150801050603,3,ジョーカルーア,0,0,0,0,0,0,0,0,0,0,""
2017011508010506,201701150801050604,4,ホープバイオ,0,0,0,0,0,0,0,0,0,0,""
2017011508010506,201701150801050605,5,ヤマニンゲラノス,0,0,0,0,0,0,0,0,0,0,""
2017011508010506,201701150801050606,6,キャリコ,0,0,0,0,0,0,0,0,0,0,""
2017011508010506,201701150801050607,7,アズユーウィッシュ,0,0,0,0,0,0,0,0,0,0,""
2017011508010506,201701150801050608,8,チリーシルバー,0,0,0,0,0,0,0,0,0,0,""
2017011508010506,201701150801050609,9,キョウワヒラリー,0,0,0,0,0,0,0,0,0,0,""
2017011508010506,201701150801050610,10,ロマンチックワーク,0,0,0,0,0,0,0,0,0,0,""
2017011508010506,201701150801050611,11,オレンジチェルロ,0,0,0,0,0,0,0,0,0,0,""
2017011508010506,201701150801050612,12,モードザナゲット,0,0,0,0,0,0,0,0,0,0,""
2017011508010506,201701150801050613,13,メイショウマトイ,0,0,0,0,0,0,0,0,0,0,""
2017011508010506,201701150801050614,14,ステイウィズアンナ,0,0,0,0,0,0,0,0,0,0,""
2017011508010506,201701150801050615,15,アドマイヤアルパマ,0,0,0,0,0,0,0,0,0,0,""
2017011508010506,201701150801050616,16,ティンガティンガ,0,0,0,0,0,0,0,0,0,0,""
2017011508010507,201701150801050701,1,イソノヴィグラス,0,0,0,0,0,0,0,0,0,0,""
2017011508010507,201701150801050702,2,ショウナンカイドウ,0,0,0,0,0,0,0,0,0,0,""
