target,feature_set,importance_type,feature,importance
win,market_aware,prediction_values_change,place_odds_available,0.139077730443
win,market_aware,prediction_values_change,place_rank_limit,0.049136077762
win,market_aware,prediction_values_change,place_votes_available,0.444609621099
win,market_aware,prediction_values_change,tan_ninki,1.647594693429
win,market_aware,prediction_values_change,tan_odds,5.995091264066
win,market_aware,prediction_values_change,trainer_past_starts,0.933166950974
win,market_aware,prediction_values_change,trainer_ren_rate,1.012155979472
win,market_aware,prediction_values_change,trainer_top3_rate,1.401543059568
win,market_aware,prediction_values_change,trainer_win_rate,2.20020935832
win,market_aware,prediction_values_change,win_odds_available,0.01067647534
win,market_aware,prediction_values_change,win_votes_available,0.477516693869
win,market_free,prediction_values_change,BaTaijyu,3.972638877106
win,market_free,prediction_values_change,Barei,1.97577500638
win,market_free,prediction_values_change,ChokyosiCode,1.973980437035
win,market_free,prediction_values_change,CourseKubunCD,0.725327213609
win,market_free,prediction_values_change,DirtBabaCD,0.0
win,market_free,prediction_values_change,Futan,0.736814045973
win,market_free,prediction_values_change,GradeCD,1.638170977576
win,market_free,prediction_values_change,JyoCD,2.794359688179
win,market_free,prediction_values_change,JyokenCD1,0.123537511184
win,market_free,prediction_values_change,JyokenCD2,0.503646707162
win,market_free,prediction_values_change,JyokenCD3,0.585324100738
win,market_free,prediction_values_change,JyokenCD4,0.802308545162
win,market_free,prediction_values_change,JyokenCD5,1.391678367985
win,market_free,prediction_values_change,Kaiji,0.22874073465
win,market_free,prediction_values_change,KisyuCode,1.74726008244
win,market_free,prediction_values_change,Kyori,1.596995708052
win,market_free,prediction_values_change,MonthDay,1.55298483575
win,market_free,prediction_values_change,Nichiji,0.285923487359
win,market_free,prediction_values_change,RaceNum,0.736627733311
win,market_free,prediction_values_change,SexCD,0.358452508397
win,market_free,prediction_values_change,SibaBabaCD,0.0
win,market_free,prediction_values_change,SyubetuCD,0.602437039028
win,market_free,prediction_values_change,SyussoTosu,1.912112614439
win,market_free,prediction_values_change,TenkoCD,1.079558725228
win,market_free,prediction_values_change,TorokuTosu,1.147855034518
win,market_free,prediction_values_change,TrackCD,0.678981774278
win,market_free,prediction_values_change,Umaban,0.426319721959
win,market_free,prediction_values_change,Wakuban,0.524234023157
win,market_free,prediction_values_change,Year,0.191400886836
win,market_free,prediction_values_change,YoubiCD,0.677596278953
win,market_free,prediction_values_change,ZogenFugo,0.10492555192
win,market_free,prediction_values_change,ZogenSa,0.210927410287
win,market_free,prediction_values_change,horse_baba_past_starts,0.637619098647
win,market_free,prediction_values_change,horse_baba_top3_rate,1.132783175329
win,market_free,prediction_values_change,horse_baba_win_rate,1.240933045233
win,market_free,prediction_values_change,horse_body_weight_diff_last,0.319955092249
win,market_free,prediction_values_change,horse_days_since_last,2.770750679565
win,market_free,prediction_values_change,horse_dist_band_past_starts,0.260944934183
win,market_free,prediction_values_change,horse_dist_band_top3_rate,0.482712249429
win,market_free,prediction_values_change,horse_dist_band_win_rate,0.237402236343
win,market_free,prediction_values_change,horse_distance_diff_last,1.201731815203
win,market_free,prediction_values_change,horse_futan_diff_last,0.521148220319
win,market_free,prediction_values_change,horse_jockey_past_starts,0.186571039197
win,market_free,prediction_values_change,horse_jockey_top3_rate,0.937992484065
win,market_free,prediction_values_change,horse_jockey_win_rate,0.187029564008
win,market_free,prediction_values_change,horse_jyo_past_starts,0.263856029309
win,market_free,prediction_values_change,horse_jyo_top3_rate,0.675259794956
win,market_free,prediction_values_change,horse_jyo_win_rate,0.499002017822
win,market_free,prediction_values_change,horse_last1_avg_finish,10.12583399122
win,market_free,prediction_values_change,horse_last3_avg_finish,4.524501422585
win,market_free,prediction_values_change,horse_last3_avg_haron_l3,1.450726414105
win,market_free,prediction_values_change,horse_last3_avg_time,0.812199632852
win,market_free,prediction_values_change,horse_last3_place_paid_rate,0.576383827513
win,market_free,prediction_values_change,horse_last3_ren_rate,0.853593007363
win,market_free,prediction_values_change,horse_last3_top3_rate,1.400259735735
win,market_free,prediction_values_change,horse_last3_win_rate,1.737739483639
win,market_free,prediction_values_change,horse_last5_avg_finish,4.290927638866
win,market_free,prediction_values_change,horse_last5_avg_haron_l3,2.351648539476
win,market_free,prediction_values_change,horse_last5_avg_time,0.766255864692
win,market_free,prediction_values_change,horse_last5_place_paid_rate,0.945917066912
win,market_free,prediction_values_change,horse_last5_ren_rate,0.803799049207
win,market_free,prediction_values_change,horse_last5_top3_rate,1.02647091405
win,market_free,prediction_values_change,horse_last5_win_rate,0.837104901578
win,market_free,prediction_values_change,horse_past_starts,0.935230670542
win,market_free,prediction_values_change,horse_surface_past_starts,0.90864549705
win,market_free,prediction_values_change,horse_surface_top3_rate,3.105437847318
win,market_free,prediction_values_change,horse_surface_win_rate,1.074638490937
win,market_free,prediction_values_change,jockey_dist_band_past_starts,0.333804508936
win,market_free,prediction_values_change,jockey_dist_band_top3_rate,1.797235564648
win,market_free,prediction_values_change,jockey_dist_band_win_rate,0.898018686996
win,market_free,prediction_values_change,jockey_jyo_past_starts,0.484131719319
win,market_free,prediction_values_change,jockey_jyo_top3_rate,1.765297226839
win,market_free,prediction_values_change,jockey_jyo_win_rate,1.366663895557
win,market_free,prediction_values_change,jockey_past_starts,0.528054171989
win,market_free,prediction_values_change,jockey_ren_rate,2.482816489639
win,market_free,prediction_values_change,jockey_top3_rate,1.592785762766
win,market_free,prediction_values_change,jockey_win_rate,0.65988685196
win,market_free,prediction_values_change,place_bet_available_by_rule,0.00005336667
win,market_free,prediction_values_change,place_rank_limit,0.056770110567
win,market_free,prediction_values_change,trainer_past_starts,0.739533859377
win,market_free,prediction_values_change,trainer_ren_rate,1.489097846751
win,market_free,prediction_values_change,trainer_top3_rate,1.5651411708
win,market_free,prediction_values_change,trainer_win_rate,2.870807667036
win,market_history,prediction_values_change,BaTaijyu,3.337583152726
win,market_history,prediction_values_change,Barei,1.385485583119
win,market_history,prediction_values_change,ChokyosiCode,1.830592464656
win,market_history,prediction_values_change,CourseKubunCD,1.0657101287
win,market_history,prediction_values_change,DirtBabaCD,0.0
win,market_history,prediction_values_change,Futan,0.767890303199
