file_path,term,is_code_file,contains_insert_or_replace,contains_replace_into,contains_on_conflict,contains_executemany,notes
C:\Users\leole\siera_ws\src\keiba_prediction_ai\docs\model_feature_design.md,TanOdds,False,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\docs\model_feature_design.md,FukuOdds,False,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\docs\odds_missingness_audit_v1.md,NL_O1,False,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\docs\payout_columns.md,DataKubun,False,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\docs\payout_columns.md,MakeDate,False,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\docs\time_leakage_validation.md,TanOdds,False,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\docs\time_leakage_validation.md,FukuOdds,False,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\README.md,sqlite,False,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\scripts\audit_odds_missingness.py,NL_O1,False,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\scripts\audit_odds_missingness.py,TanOdds,False,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\scripts\audit_odds_missingness.py,FukuOdds,False,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\scripts\audit_odds_missingness.py,DataKubun,False,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\scripts\audit_odds_missingness.py,MakeDate,False,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\scripts\audit_odds_missingness.py,sqlite,False,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\scripts\build_full_runner_dataset.py,NL_O1,True,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\scripts\build_full_runner_dataset.py,TanOdds,True,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\scripts\build_full_runner_dataset.py,FukuOdds,True,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\scripts\build_full_runner_dataset.py,sqlite,True,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\scripts\build_model_features.py,TanOdds,True,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\scripts\build_model_features.py,FukuOdds,True,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\scripts\inspect_fuku_payout.py,sqlite,True,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\scripts\inspect_main_tables.py,NL_O1,True,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\scripts\inspect_main_tables.py,TanOdds,True,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\scripts\inspect_main_tables.py,FukuOdds,True,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\scripts\inspect_main_tables.py,sqlite,True,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\scripts\inspect_sqlite.py,NL_O1,True,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\scripts\inspect_sqlite.py,TanOdds,True,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\scripts\inspect_sqlite.py,FukuOdds,True,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\scripts\inspect_sqlite.py,MakeDate,True,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\scripts\inspect_sqlite.py,sqlite,True,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\scripts\validate_new_db_fuku_payout_full.py,sqlite,True,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\src\audit\odds_import_audit.py,NL_O1,False,True,True,True,True,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\src\audit\odds_import_audit.py,TanOdds,False,True,True,True,True,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\src\audit\odds_import_audit.py,FukuOdds,False,True,True,True,True,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\src\audit\odds_import_audit.py,INSERT OR REPLACE,False,True,True,True,True,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\src\audit\odds_import_audit.py,REPLACE INTO,False,True,True,True,True,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\src\audit\odds_import_audit.py,ON CONFLICT,False,True,True,True,True,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\src\audit\odds_import_audit.py,executemany,False,True,True,True,True,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\src\audit\odds_import_audit.py,DataKubun,False,True,True,True,True,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\src\audit\odds_import_audit.py,MakeDate,False,True,True,True,True,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\src\audit\odds_import_audit.py,sqlite,False,True,True,True,True,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\src\audit\odds_missingness.py,NL_O1,False,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\src\audit\odds_missingness.py,TanOdds,False,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\src\audit\odds_missingness.py,FukuOdds,False,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\src\audit\odds_missingness.py,DataKubun,False,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\src\audit\odds_missingness.py,MakeDate,False,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\src\audit\odds_missingness.py,sqlite,False,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\src\audit\odds_schema.py,sqlite,False,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\src\audit\odds_source_comparison.py,NL_O1,False,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\src\audit\odds_source_comparison.py,TanOdds,False,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\src\audit\odds_source_comparison.py,DataKubun,False,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\src\audit\odds_source_comparison.py,MakeDate,False,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\src\audit\odds_source_comparison.py,sqlite,False,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\src\features\feature_sets.py,TanOdds,True,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\src\features\feature_sets.py,FukuOdds,True,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\src\features\feature_sets_v2_1.py,TanOdds,True,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\src\features\feature_sets_v2_1.py,FukuOdds,True,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\tasks\audit_odds_missingness_v1_task.md,NL_O1,False,True,True,True,True,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\tasks\audit_odds_missingness_v1_task.md,TanOdds,False,True,True,True,True,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\tasks\audit_odds_missingness_v1_task.md,FukuOdds,False,True,True,True,True,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\tasks\audit_odds_missingness_v1_task.md,INSERT OR REPLACE,False,True,True,True,True,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\tasks\audit_odds_missingness_v1_task.md,REPLACE INTO,False,True,True,True,True,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\tasks\audit_odds_missingness_v1_task.md,ON CONFLICT,False,True,True,True,True,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\tasks\audit_odds_missingness_v1_task.md,executemany,False,True,True,True,True,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\tasks\audit_odds_missingness_v1_task.md,DataKubun,False,True,True,True,True,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\tasks\audit_odds_missingness_v1_task.md,MakeDate,False,True,True,True,True,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\tasks\audit_odds_missingness_v1_task.md,sqlite,False,True,True,True,True,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\tasks\build_full_runner_dataset.md,NL_O1,False,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\tasks\build_full_runner_dataset.md,TanOdds,False,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\tasks\build_full_runner_dataset.md,FukuOdds,False,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\tasks\build_full_runner_dataset.md,sqlite,False,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\tasks\build_model_features_v2_task.md,TanOdds,False,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\tests\test_odds_import_audit.py,NL_O1,False,True,True,False,True,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\tests\test_odds_import_audit.py,INSERT OR REPLACE,False,True,True,False,True,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\tests\test_odds_import_audit.py,REPLACE INTO,False,True,True,False,True,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\tests\test_odds_import_audit.py,executemany,False,True,True,False,True,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\tests\test_odds_missingness.py,NL_O1,False,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\tests\test_odds_missingness.py,TanOdds,False,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\tests\test_odds_missingness.py,FukuOdds,False,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\tests\test_odds_missingness.py,DataKubun,False,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\tests\test_odds_missingness.py,MakeDate,False,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\tests\test_odds_missingness.py,sqlite,False,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\tests\test_odds_source_comparison.py,NL_O1,False,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\tests\test_odds_source_comparison.py,TanOdds,False,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\tests\test_odds_source_comparison.py,DataKubun,False,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\tests\test_odds_source_comparison.py,MakeDate,False,False,False,False,False,match in repository text; inspect manually for ingestion semantics
C:\Users\leole\siera_ws\src\keiba_prediction_ai\tests\test_odds_source_comparison.py,sqlite,False,False,False,False,False,match in repository text; inspect manually for ingestion semantics
